Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration,tournament
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,Abyss,DRX,13,6,7,,Team Liquid,7,1,6,,46:41,vct_2025
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,Bind,GIANTX,14,4,8,2.0,Xi Lai Gaming,12,4,8,0.0,57:22,vct_2025
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,Ascent,GIANTX,13,5,8,,Xi Lai Gaming,10,3,7,,47:59,vct_2025
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,Lotus,T1,9,4,5,,G2 Esports,13,5,8,,49:12,vct_2025
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,Corrode,T1,8,4,4,,G2 Esports,13,5,8,,46:50,vct_2025
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,Corrode,MIBR,13,9,4,,Rex Regum Qeon,5,2,3,,44:14,vct_2025
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,Abyss,MIBR,13,8,5,,Rex Regum Qeon,5,1,4,,39:00,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,Paper Rex,13,6,7,,G2 Esports,11,5,6,,51:39,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Corrode,Paper Rex,13,6,6,1.0,G2 Esports,15,6,6,3.0,1:03:55,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Ascent,Paper Rex,13,4,9,,G2 Esports,11,3,8,,57:03,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,Haven,FNATIC,13,2,11,,DRX,11,1,10,,1:00:52,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,Ascent,FNATIC,8,6,2,,DRX,13,7,6,,49:01,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,Lotus,FNATIC,13,8,5,,DRX,5,1,4,,44:32,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics vs MIBR,Corrode,Team Heretics,12,4,8,0.0,MIBR,14,4,8,2.0,1:01:32,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics vs MIBR,Sunset,Team Heretics,6,3,3,,MIBR,13,4,9,,46:15,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,Haven,Mega Minors,13,11,2,,GIANTX,1,0,1,,34:06,vct_2025
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,Lotus,Mega Minors,13,9,4,,GIANTX,6,3,3,,43:12,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,DRX,7,4,3,,G2 Esports,13,5,8,,44:40,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,DRX,13,8,5,,G2 Esports,10,6,4,,56:55,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,DRX,13,10,3,,G2 Esports,7,5,2,,45:20,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,Team Heretics,13,8,5,,GIANTX,4,0,4,,37:10,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,Team Heretics,3,3,0,,GIANTX,13,4,9,,35:56,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,Team Heretics,13,5,8,,GIANTX,9,2,7,,45:33,vct_2025
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Bind,FNATIC,10,7,3,,Paper Rex,13,8,5,,52:35,vct_2025
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Haven,FNATIC,13,8,5,,Paper Rex,4,0,4,,37:32,vct_2025
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Lotus,FNATIC,13,3,10,,Paper Rex,9,0,9,,50:27,vct_2025
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,MIBR,14,6,6,2.0,Mega Minors,16,6,6,4.0,1:10:57,vct_2025
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,MIBR,13,10,3,,Mega Minors,4,2,2,,38:48,vct_2025
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,MIBR,14,7,5,2.0,Mega Minors,16,7,5,4.0,1:11:54,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,Ascent,Paper Rex,13,4,9,,Team Heretics,11,3,8,,55:36,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,Bind,Paper Rex,9,7,2,,Team Heretics,13,8,5,,51:39,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,Lotus,Paper Rex,13,8,5,,Team Heretics,4,0,4,,35:08,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Sunset,MIBR,13,3,10,,DRX,10,1,9,,47:50,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Ascent,MIBR,13,5,7,1.0,DRX,15,5,7,3.0,1:06:08,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Bind,MIBR,10,6,4,,DRX,13,7,6,,58:37,vct_2025
Valorant Champions 2025,Playoffs,Upper Final,FNATIC vs NRG,Ascent,FNATIC,12,4,8,0.0,Mega Minors,14,4,8,2.0,1:05:02,vct_2025
Valorant Champions 2025,Playoffs,Upper Final,FNATIC vs NRG,Abyss,FNATIC,5,1,4,,Mega Minors,13,2,11,,40:41,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 3,DRX vs Paper Rex,Ascent,DRX,15,3,9,3.0,Paper Rex,13,3,9,1.0,1:04:34,vct_2025
Valorant Champions 2025,Playoffs,Lower Round 3,DRX vs Paper Rex,Lotus,DRX,13,7,6,,Paper Rex,8,3,5,,46:28,vct_2025
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Sunset,FNATIC,8,4,4,,DRX,13,5,8,,48:59,vct_2025
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Corrode,FNATIC,13,11,2,,DRX,3,2,1,,44:54,vct_2025
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Haven,FNATIC,13,6,7,,DRX,11,5,6,,53:36,vct_2025
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Bind,FNATIC,13,10,3,,DRX,4,2,2,,40:07,vct_2025
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Corrode,Mega Minors,13,9,4,,FNATIC,3,0,3,,40:34,vct_2025
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Lotus,Mega Minors,13,9,4,,FNATIC,6,3,3,,44:48,vct_2025
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Abyss,Mega Minors,13,11,1,1.0,FNATIC,15,11,1,3.0,1:03:33,vct_2025
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Ascent,Mega Minors,8,4,4,,FNATIC,13,5,8,,52:47,vct_2025
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Sunset,Mega Minors,13,9,4,,FNATIC,5,2,3,,42:18,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9 vs FURIA,Haven,Cloud9,13,7,6,,FURIA,5,0,5,,51:54,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9 vs FURIA,Bind,Cloud9,13,9,4,,FURIA,4,1,3,,39:12,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Bind,LEVIATÁN,13,5,8,,LOUD,10,3,7,,52:51,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Ascent,LEVIATÁN,10,7,3,,LOUD,13,8,5,,48:25,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Icebox,LEVIATÁN,11,4,7,,LOUD,13,5,8,,54:22,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses vs 2Game Esports,Sunset,Evil Geniuses,7,6,1,,2Game Esports,13,7,6,,56:02,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses vs 2Game Esports,Lotus,Evil Geniuses,13,6,7,,2Game Esports,11,5,6,,57:27,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses vs 2Game Esports,Ascent,Evil Geniuses,13,5,8,,2Game Esports,9,2,7,,49:23,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Corrode,MIBR,13,8,5,,KRÜ Esports,9,5,4,,57:52,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Ascent,MIBR,1,1,0,,KRÜ Esports,13,2,11,,30:42,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Haven,MIBR,9,4,5,,KRÜ Esports,13,5,8,,47:42,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,Bind,100 Thieves,13,9,4,,Mega Minors,10,7,3,,1:03:22,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,Sunset,100 Thieves,13,10,3,,Mega Minors,4,2,2,,32:59,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Corrode,Sentinels,13,10,3,,G2 Esports,8,6,2,,55:23,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Ascent,Sentinels,6,3,3,,G2 Esports,13,4,9,,48:11,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Lotus,Sentinels,14,4,8,2.0,G2 Esports,12,4,8,0.0,1:00:49,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Ascent,2Game Esports,8,6,2,,G2 Esports,13,7,6,,1:02:41,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Haven,2Game Esports,5,4,1,,G2 Esports,13,5,8,,41:13,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Sunset,FURIA,4,2,2,,Sentinels,13,3,10,,41:59,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Icebox,FURIA,0,0,0,,Sentinels,13,1,12,,33:49,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Corrode,100 Thieves,13,8,5,,KRÜ Esports,4,0,4,,45:15,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Bind,100 Thieves,13,8,5,,KRÜ Esports,5,1,4,,39:57,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Haven,Mega Minors,13,8,5,,LOUD,4,0,4,,44:37,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Corrode,Mega Minors,13,7,6,,LOUD,9,4,5,,51:55,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Lotus,Cloud9,13,8,5,,Evil Geniuses,7,3,4,,42:40,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Haven,Cloud9,13,4,9,,Evil Geniuses,10,2,8,,57:15,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Lotus,MIBR,8,5,3,,LEVIATÁN,13,6,7,,55:55,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Sunset,MIBR,3,3,0,,LEVIATÁN,13,4,9,,58:40,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Corrode,2Game Esports,12,5,7,0.0,FURIA,14,5,7,2.0,1:13:27,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Sunset,2Game Esports,13,9,4,,FURIA,3,0,3,,36:01,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Ascent,2Game Esports,13,10,3,,FURIA,2,0,2,,35:52,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Lotus,LEVIATÁN,7,5,2,,Mega Minors,13,6,7,,51:57,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Haven,LEVIATÁN,14,7,5,2.0,Mega Minors,12,7,5,0.0,56:20,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Icebox,LEVIATÁN,11,3,8,,Mega Minors,13,4,9,,54:22,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Lotus,Sentinels,13,9,4,,Cloud9,5,2,3,,43:19,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Haven,Sentinels,13,9,4,,Cloud9,9,6,3,,49:12,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Icebox,MIBR,13,9,4,,100 Thieves,10,7,3,,59:01,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Bind,MIBR,14,2,10,2.0,100 Thieves,12,2,10,0.0,1:02:04,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Corrode,G2 Esports,11,6,5,,Evil Geniuses,13,7,6,,1:09:50,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Haven,G2 Esports,13,10,3,,Evil Geniuses,4,2,2,,39:40,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Ascent,G2 Esports,13,9,4,,Evil Geniuses,4,1,3,,39:26,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Haven,LOUD,7,6,1,,KRÜ Esports,13,7,6,,49:07,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Bind,LOUD,13,8,5,,KRÜ Esports,9,5,4,,45:15,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Ascent,LOUD,4,4,0,,KRÜ Esports,13,5,8,,38:39,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Bind,Cloud9,13,11,2,,2Game Esports,1,0,1,,44:15,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Lotus,Cloud9,13,8,5,,2Game Esports,7,3,4,,45:35,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Lotus,MIBR,13,7,5,1.0,Mega Minors,15,7,5,3.0,1:11:32,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Bind,MIBR,10,4,6,,Mega Minors,13,5,8,,55:22,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Lotus,Sentinels,13,9,4,,Evil Geniuses,8,5,3,,1:02:27,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,Sentinels,13,9,4,,Evil Geniuses,4,1,3,,38:56,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Bind,LEVIATÁN,6,6,0,,KRÜ Esports,13,7,6,,51:53,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Haven,LEVIATÁN,13,4,9,,KRÜ Esports,10,2,8,,47:12,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Ascent,LEVIATÁN,13,8,5,,KRÜ Esports,4,0,4,,38:35,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Corrode,FURIA,2,2,0,,G2 Esports,13,3,10,,49:02,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Ascent,FURIA,5,4,1,,G2 Esports,13,5,8,,44:58,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Sunset,LOUD,13,10,3,,100 Thieves,2,0,2,,41:30,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Bind,LOUD,7,5,2,,100 Thieves,13,6,7,,47:13,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Lotus,LOUD,12,6,6,0.0,100 Thieves,14,6,6,2.0,1:01:52,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Sunset,KRÜ Esports,13,7,6,,Mega Minors,6,1,5,,1:01:21,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Lotus,KRÜ Esports,7,6,1,,Mega Minors,13,7,6,,45:11,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,KRÜ Esports,5,2,3,,Mega Minors,13,3,10,,36:46,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,100 Thieves,13,3,10,,LEVIATÁN,10,1,9,,54:45,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,10,5,5,,LEVIATÁN,13,6,7,,50:32,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,100 Thieves,2,2,0,,LEVIATÁN,13,3,10,,35:11,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,6,4,2,,Evil Geniuses,13,5,8,,52:56,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,9,4,5,,Evil Geniuses,13,5,8,,52:13,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sunset,2Game Esports,13,5,8,,Sentinels,9,2,7,,54:40,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Lotus,2Game Esports,4,2,2,,Sentinels,13,3,10,,36:33,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Haven,2Game Esports,4,3,1,,Sentinels,13,4,9,,33:10,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Ascent,G2 Esports,13,6,7,,Cloud9,8,2,6,,1:02:42,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Lotus,G2 Esports,13,8,5,,Cloud9,9,5,4,,49:26,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Icebox,MIBR,13,4,9,,LOUD,11,3,8,,58:00,vct_2025
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Sunset,MIBR,13,6,7,,LOUD,10,4,6,,56:01,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Corrode,LEVIATÁN,10,8,2,,Cloud9,13,9,4,,1:08:00,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Haven,LEVIATÁN,13,2,11,,Cloud9,10,0,10,,53:10,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Lotus,LEVIATÁN,11,7,4,,Cloud9,13,8,5,,1:00:40,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Sunset,G2 Esports,13,10,3,,100 Thieves,4,2,2,,44:03,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Haven,G2 Esports,13,9,4,,100 Thieves,5,2,3,,38:36,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Corrode,Sentinels,13,7,6,,Cloud9,10,5,5,,1:08:19,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Icebox,Sentinels,9,6,3,,Cloud9,13,7,6,,51:39,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Lotus,Sentinels,13,8,5,,Cloud9,10,6,4,,53:20,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Corrode,Mega Minors,13,8,5,,G2 Esports,10,6,4,,56:09,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Sunset,Mega Minors,11,7,4,,G2 Esports,13,8,5,,52:44,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Bind,Mega Minors,7,2,5,,G2 Esports,13,3,10,,41:19,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Lotus,LEVIATÁN,14,6,6,2.0,KRÜ Esports,12,6,6,0.0,1:03:39,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Sunset,LEVIATÁN,6,4,2,,KRÜ Esports,13,5,8,,42:57,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Haven,LEVIATÁN,13,9,4,,KRÜ Esports,8,5,3,,47:17,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Bind,100 Thieves,13,9,4,,Evil Geniuses,4,1,3,,49:08,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Corrode,100 Thieves,14,4,8,2.0,Evil Geniuses,12,4,8,0.0,1:02:16,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Ascent,Mega Minors,13,10,3,,LEVIATÁN,2,0,2,,46:31,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Icebox,Mega Minors,13,10,3,,LEVIATÁN,2,0,2,,28:36,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Haven,Cloud9,13,8,5,,100 Thieves,9,5,4,,56:18,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,Cloud9,14,4,8,2.0,100 Thieves,12,4,8,0.0,58:37,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Bind,Sentinels,8,5,3,,G2 Esports,13,6,7,,1:00:32,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sunset,Sentinels,9,3,6,,G2 Esports,13,4,9,,51:24,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Corrode,Mega Minors,13,10,3,,Cloud9,2,0,2,,35:19,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Lotus,Mega Minors,13,6,7,,Cloud9,10,4,6,,56:24,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Haven,Mega Minors,10,4,6,,Cloud9,13,5,8,,58:24,vct_2025
VCT 2025: Americas Stage 2,Showmatch,Override,Team Alpha vs Team Omega,Corrode,Team Alpha,13,8,5,,Team Omega,4,0,4,,47:37,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Lotus,Sentinels,4,2,2,,Mega Minors,13,3,10,,52:00,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Icebox,Sentinels,11,8,3,,Mega Minors,13,9,4,,56:12,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sunset,Sentinels,13,5,8,,Mega Minors,10,3,7,,1:05:22,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Corrode,Sentinels,8,1,7,,Mega Minors,13,2,11,,50:12,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Bind,G2 Esports,13,3,10,,Mega Minors,11,2,9,,1:07:17,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Lotus,G2 Esports,13,7,6,,Mega Minors,8,3,5,,45:34,vct_2025
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Ascent,G2 Esports,13,7,6,,Mega Minors,10,5,5,,49:24,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Icebox,Natus Vincere,13,10,3,,Apeks,4,2,2,,37:53,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Sunset,Natus Vincere,6,4,2,,Apeks,13,5,8,,40:00,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Corrode,Natus Vincere,13,9,4,,Apeks,3,0,3,,37:03,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Sunset,Team Vitality,10,6,4,,GIANTX,13,7,6,,51:20,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Bind,Team Vitality,11,5,6,,GIANTX,13,6,7,,52:27,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Bind,FUT Esports,7,4,3,,Gentle Mates,13,5,8,,45:43,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Sunset,FUT Esports,13,8,5,,Gentle Mates,5,1,4,,44:06,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Lotus,FUT Esports,16,5,7,4.0,Gentle Mates,14,5,7,2.0,1:07:52,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Bind,Team Liquid,13,9,4,,KOI,4,1,3,,36:55,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Icebox,Team Liquid,10,5,5,,KOI,13,6,7,,49:30,vct_2025
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Lotus,Team Liquid,13,7,6,,KOI,8,3,5,,44:29,vct_2025
